1, 3726
2, 7452
3, 10914
4, 14376
5, 18322
6, 21764
7, 25206
8, 29229
9, 33252
9, 33252
10, 37009
11, 41310
14, 54213
14, 54213
14, 54213
16, 63697
16, 63697
18, 73181
18, 73181
20, 82685
20, 82685
22, 89465
22, 89465
23, 92855
26, 107651
26, 107651
26, 107651
27, 112583
29, 123081
29, 123081
30, 128330
31, 133579
32, 138264
34, 147634
34, 147634
35, 152319
36, 156456
37, 160593
38, 164730
38, 164730
39, 168635
42, 180350
42, 180350
42, 180350
43, 185175
44, 189796
46, 199014
46, 199014
47, 203623
51, 222611
51, 222611
51, 222611
51, 222611
52, 226846
56, 242790
56, 242790
56, 242790
56, 242790
58, 249118
58, 249118
59, 252282
60, 255446
61, 260383
65, 273683
65, 273683
65, 273683
65, 273683
67, 280393
67, 280393
70, 280669
70, 280669
70, 280669
73, 294631
73, 294631
73, 294631
75, 299649
75, 299649
75, 299649
78, 312921
78, 312921
78, 312921
80, 320483
80, 320483
81, 324264
82, 326458
84, 330834
84, 330834
87, 342057
87, 342057
87, 342057
89, 350343
89, 350343
91, 358629
91, 358629
95, 376605
95, 376605
95, 376605
95, 376605
98, 390207
98, 390207
98, 390207
98, 390207
102, 412343
102, 412343
102, 412343
102, 412343
103, 410470
104, 415897
106, 419755
106, 419755
106, 419755
107, 423142
110, 433303
110, 433303
110, 433303
111, 438824
112, 444617
115, 456191
115, 456191
115, 456191
118, 467387
118, 467387
118, 467387
119, 471119
120, 476374
122, 481629
122, 481629
123, 486884
126, 502586
126, 502586
126, 502586
126, 502586
128, 513022
128, 513022
128, 513022
128, 513022
129, 516565
132, 527194
132, 527194
132, 527194
133, 532102
136, 546826
136, 546826
136, 546826
137, 551508
138, 556184
139, 560860
140, 565536
144, 586224
144, 586224
144, 586224
144, 586224
148, 606604
148, 606604
148, 606604
148, 606604
152, 625956
152, 625956
152, 625956
152, 625956
156, 642812
156, 642812
156, 642812
156, 642812
159, 651434
159, 651434
159, 651434
160, 654308
162, 660146
162, 660146
166, 672806
166, 672806
166, 672806
166, 672806
167, 678171
168, 683612
169, 688988
170, 694780
171, 700166
174, 716288
174, 716288
174, 716288
175, 721305
176, 727079
177, 732763
178, 738435
180, 749779
180, 749779
181, 755580
185, 758340
185, 758340
185, 758340
185, 758340
189, 772972
189, 772972
189, 772972
189, 772972
193, 768932
193, 768932
193, 768932
193, 768932
195, 775446
195, 775446
197, 784316
197, 784316
200, 792638
200, 792638
200, 792638
201, 796799
202, 800168
203, 803945
204, 805268
208, 806980
208, 806980
208, 806980
208, 806980
209, 812705
210, 818318
211, 817717
212, 818130
213, 818543
214, 818956
215, 821572
217, 826452
217, 826452
217, 826452
220, 833475
220, 833475
220, 833475
221, 836769
222, 840063
223, 843357
224, 846639
225, 850532
226, 854425
227, 858318
228, 862211
229, 867116
230, 871240
231, 875638
232, 881394
233, 887150
235, 882560
235, 882560
237, 877970
237, 877970
240, 891134
240, 891134
240, 891134
240, 891134
241, 894984
242, 898979
243, 902733
244, 906487
246, 915115
246, 915115
248, 926437
248, 926437
249, 932098
250, 937667
251, 943236
252, 948805
255, 950777
255, 950777
255, 950777
258, 965435
258, 965435
258, 965435
260, 975365
260, 975365
261, 980330
262, 983401
264, 989543
264, 989543
267, 1000112
267, 1000112
267, 1000112
270, 1013612
270, 1013612
270, 1013612
273, 1024709
273, 1024709
273, 1024709
274, 1029144
275, 1033579
276, 1038014
277, 1042204
279, 1050584
279, 1050584
280, 1051699
282, 1053929
282, 1053929
284, 1062697
284, 1062697
284, 1062697
286, 1069977
286, 1069977
287, 1073617
290, 1091143
290, 1091143
290, 1091143
291, 1095156
291, 1095156
292, 1099169
293, 1103182
295, 1113652
295, 1113652
296, 1118887
297, 1124122
299, 1134316
299, 1134316
300, 1138315
301, 1142314
302, 1146593
302, 1146593
303, 1150950
303, 1150950
304, 1155307
307, 1167439
307, 1167439
307, 1167439
307, 1167439
311, 1175339
311, 1175339
311, 1175339
311, 1175339
315, 1198063
315, 1198063
315, 1198063
315, 1198063
316, 1199409
317, 1200755
319, 1203435
319, 1203435
321, 1209985
321, 1209985
322, 1213260
323, 1216535
324, 1219599
325, 1222808
327, 1229226
327, 1229226
328, 1232435
329, 1230938
332, 1226411
332, 1226411
332, 1226411
333, 1231876
335, 1242806
335, 1242806
336, 1248271
338, 1258869
338, 1258869
340, 1269467
340, 1269467
342, 1270541
342, 1270541
342, 1270541
345, 1283444
345, 1283444
345, 1283444
345, 1283444
349, 1298924
349, 1298924
349, 1298924
349, 1298924
350, 1302863
351, 1307874
354, 1323522
354, 1323522
354, 1323522
355, 1328738
359, 1351294
359, 1351294
359, 1351294
359, 1351294
360, 1356963
361, 1355545
364, 1358059
364, 1358059
364, 1358059
365, 1358897
369, 1379745
369, 1379745
369, 1379745
369, 1379745
372, 1395303
372, 1395303
372, 1395303
373, 1400489
376, 1417754
376, 1417754
376, 1417754
377, 1423509
381, 1443069
381, 1443069
381, 1443069
381, 1443069
382, 1444060
383, 1448766
384, 1453509
385, 1458202
386, 1462895
387, 1467399
390, 1474248
390, 1474248
390, 1474248
392, 1485034
392, 1485034
396, 1463374
396, 1463374
396, 1463374
396, 1463374
397, 1468716
400, 1484742
400, 1484742
400, 1484742
404, 1507390
404, 1507390
404, 1507390
404, 1507390
405, 1511020
406, 1516854
407, 1522682
409, 1534338
409, 1534338
411, 1545946
411, 1545946
413, 1557584
413, 1557584
414, 1563403
415, 1569222
418, 1586706
418, 1586706
418, 1586706
419, 1592522
423, 1608530
423, 1608530
423, 1608530
423, 1608530
425, 1620100
425, 1620100
426, 1625885
427, 1631670
430, 1649109
430, 1649109
431, 1654922
431, 1654922
435, 1678058
435, 1678058
435, 1678058
435, 1678058
439, 1701250
439, 1701250
439, 1701250
439, 1701250
440, 1707030
441, 1712578
442, 1718001
443, 1723441
444, 1729017
447, 1745745
447, 1745745
447, 1745745
448, 1749042
449, 1751488
451, 1756380
451, 1756380
452, 1758826
456, 1772566
456, 1772566
456, 1772566
456, 1772566
460, 1783402
460, 1783402
460, 1783402
460, 1783402
462, 1791042
462, 1791042
466, 1806750
466, 1806750
466, 1806750
466, 1806750
470, 1827822
470, 1827822
470, 1827822
470, 1827822
471, 1832849
472, 1837875
475, 1847232
475, 1847232
475, 1847232
477, 1853308
477, 1853308
478, 1856346
481, 1866321
481, 1866321
481, 1866321
482, 1869607
486, 1888883
486, 1888883
486, 1888883
486, 1888883
489, 1904744
489, 1904744
489, 1904744
490, 1910031
493, 1925415
493, 1925415
494, 1930543
